population	model	date	rep	h	S_allsites	W_meanFitness	L_mutationLoad	generation
AK	1D.5Epoch	20191203	1	0.5	0.339818364539461	0.711899617234857	0.288100382765143	26
AK	1D.5Epoch	20191203	1	0.5	0.338220659966664	0.713037931611585	0.286962068388415	28
AK	1D.5Epoch	20191203	1	0.5	0.339854786595476	0.711873688859307	0.288126311140693	30
AK	1D.5Epoch	20191203	1	0.5	0.339744930779674	0.711951896619855	0.288048103380145	32
AK	1D.5Epoch	20191203	1	0.5	0.341099616235982	0.710988078722355	0.289011921277645	34
AK	1D.5Epoch	20191203	1	0.5	0.332999564687095	0.716770506175083	0.283229493824917	36
AK	1D.5Epoch	20191203	1	0.5	0.331982357954275	0.717499980910257	0.282500019089743	38
AK	1D.5Epoch	20191203	1	0.5	0.332658281563083	0.717015169600004	0.282984830399996	40
AK	1D.5Epoch	20191203	1	0.5	0.333868376583728	0.716148037875249	0.283851962124751	42
AK	1D.5Epoch	20191203	1	0.5	0.332590350880028	0.717063878584634	0.282936121415366	44
AK	1D.5Epoch	20191203	1	0.5	0.33233997217592	0.717243438587379	0.282756561412621	46
AK	1D.5Epoch	20191203	1	0.5	0.333952441295313	0.716087837627386	0.283912162372614	48
AK	1D.5Epoch	20191203	1	0.5	0.336851707391404	0.714014715156954	0.285985284843046	50
AK	1D.5Epoch	20191203	1	0.5	0.330374062675028	0.718654861187728	0.281345138812272	52
AK	1D.5Epoch	20191203	1	0.5	0.325356707893178	0.722269668393904	0.277730331606096	54
AK	1D.5Epoch	20191203	1	0.5	0.329858067369346	0.719025779410307	0.280974220589693	56
AK	1D.5Epoch	20191203	1	0.5	0.32910067969399	0.71957056695554	0.28042943304446	58
AK	1D.5Epoch	20191203	1	0.5	0.32867186574538	0.719879195018939	0.280120804981061	60
AK	1D.5Epoch	20191203	1	0.5	0.327181054469371	0.72095319941025	0.27904680058975	62
AK	1D.5Epoch	20191203	1	0.5	0.327341817084247	0.720837306404591	0.279162693595409	64
AK	1D.5Epoch	20191203	1	0.5	0.328181439884979	0.720232328978477	0.279767671021523	66
AK	1D.5Epoch	20191203	1	0.5	0.329505749748237	0.719279149493177	0.280720850506823	68
AK	1D.5Epoch	20191203	1	0.5	0.329606248605675	0.71920686639272	0.28079313360728	70
AK	1D.5Epoch	20191203	1	0.5	0.328209348039405	0.720212228903896	0.279787771096104	72
AK	1D.5Epoch	20191203	1	0.5	0.327561707952405	0.720678818289169	0.279321181710831	74
AK	1D.5Epoch	20191203	1	0.5	0.326195857089595	0.72166383061177	0.27833616938823	76
AK	1D.5Epoch	20191203	1	0.5	0.324198891380168	0.723106408445067	0.276893591554933	78
AK	1D.5Epoch	20191203	1	0.5	0.324550908784993	0.722851907200816	0.277148092799184	80
AK	1D.5Epoch	20191203	1	0.5	0.32696182399762	0.72111127164676	0.27888872835324	82
AK	1D.5Epoch	20191203	1	0.5	0.326609169899062	0.721365619337965	0.278634380662035	84
AK	1D.5Epoch	20191203	1	0.5	0.327343150691665	0.720836345091253	0.279163654908747	86
AK	1D.5Epoch	20191203	1	0.5	0.328931658542036	0.719692199880658	0.280307800119342	88
AK	1D.5Epoch	20191203	1	0.5	0.328433786394071	0.720050603794346	0.279949396205654	90
AK	1D.5Epoch	20191203	1	0.5	0.328215801074725	0.720207581363941	0.279792418636059	92
AK	1D.5Epoch	20191203	1	0.5	0.326139079720469	0.721704805948691	0.278295194051309	94
AK	1D.5Epoch	20191203	1	0.5	0.325676033779769	0.722039065812333	0.277960934187667	96
AK	1D.5Epoch	20191203	1	0.5	0.32589152633108	0.721883488535369	0.278116511464631	98
AK	1D.5Epoch	20191203	1	0.5	0.326270391978604	0.721610043482788	0.278389956517212	100
AK	1D.5Epoch	20191203	1	0.5	0.324107911876076	0.723172199300278	0.276827800699722	102
AK	1D.5Epoch	20191203	1	0.5	0.324099542685811	0.723178251691335	0.276821748308665	104
AK	1D.5Epoch	20191203	1	0.5	0.323679534356702	0.723482056376259	0.276517943623741	106
AK	1D.5Epoch	20191203	1	0.5	0.326581111306233	0.721385860126121	0.278614139873879	108
AK	1D.5Epoch	20191203	2	0	0.242767106836514	0.784454186516221	0.215545813483779	0
AK	1D.5Epoch	20191203	2	0	0.24998178347085	0.778814970247792	0.221185029752208	2
AK	1D.5Epoch	20191203	2	0	0.25853391444081	0.772182842455796	0.227817157544204	4
AK	1D.5Epoch	20191203	2	0	0.267083121147236	0.765609430486258	0.234390569513742	6
AK	1D.5Epoch	20191203	2	0	0.275643536195466	0.75908346832103	0.24091653167897	8
AK	1D.5Epoch	20191203	2	0	0.28342499228119	0.753199615806298	0.246800384193702	10
AK	1D.5Epoch	20191203	2	0	0.287173666708423	0.750381401252597	0.249618598747403	12
AK	1D.5Epoch	20191203	2	0	0.292067807064974	0.746717901507424	0.253282098492576	14
AK	1D.5Epoch	20191203	2	0	0.298720617109998	0.741766617389757	0.258233382610243	16
AK	1D.5Epoch	20191203	2	0	0.305238612966371	0.736947508179497	0.263052491820503	18
AK	1D.5Epoch	20191203	2	0	0.312089943796757	0.731915693991243	0.268084306008757	20
AK	1D.5Epoch	20191203	2	0	0.3179858377261	0.727613092997543	0.272386907002457	22
AK	1D.5Epoch	20191203	2	0	0.324655188314313	0.722776532474254	0.277223467525746	24
AK	1D.5Epoch	20191203	2	0	0.337676706205277	0.713425896784488	0.286574103215512	26
AK	1D.5Epoch	20191203	2	0	0.348210697507792	0.70595011861289	0.29404988138711	28
AK	1D.5Epoch	20191203	2	0	0.352829503296322	0.702696990685025	0.297303009314975	30
AK	1D.5Epoch	20191203	2	0	0.360776499575251	0.697134790978269	0.302865209021731	32
AK	1D.5Epoch	20191203	2	0	0.365764130556467	0.693666396622386	0.306333603377614	34
AK	1D.5Epoch	20191203	2	0	0.368972547231042	0.691444392252904	0.308555607747096	36
AK	1D.5Epoch	20191203	2	0	0.366267201179279	0.69331752119806	0.30668247880194	38
AK	1D.5Epoch	20191203	2	0	0.36355242862248	0.695202277762903	0.304797722237097	40
AK	1D.5Epoch	20191203	2	0	0.361760447695113	0.696449183867624	0.303550816132376	42
AK	1D.5Epoch	20191203	2	0	0.362100998063597	0.696212048222035	0.303787951777965	44
AK	1D.5Epoch	20191203	2	0	0.360379009728784	0.697411950059613	0.302588049940387	46
AK	1D.5Epoch	20191203	2	0	0.357622636290607	0.699336929596689	0.300663070403311	48
AK	1D.5Epoch	20191203	2	0	0.35563248409311	0.700730102377023	0.299269897622977	50
AK	1D.5Epoch	20191203	2	0	0.363584515810701	0.695179971034447	0.304820028965553	52
AK	1D.5Epoch	20191203	2	0	0.370874177717859	0.690130769924651	0.309869230075349	54
AK	1D.5Epoch	20191203	2	0	0.379175244121662	0.684425660582404	0.315574339417596	56
AK	1D.5Epoch	20191203	2	0	0.376998972636957	0.685916778581207	0.314083221418793	58
AK	1D.5Epoch	20191203	2	0	0.375183746177629	0.687163003614714	0.312836996385286	60
AK	1D.5Epoch	20191203	2	0	0.371905832969422	0.689419160022753	0.310580839977247	62
AK	1D.5Epoch	20191203	2	0	0.368269765486008	0.69193049754244	0.30806950245756	64
AK	1D.5Epoch	20191203	2	0	0.366374505320815	0.693243129347985	0.306756870652015	66
AK	1D.5Epoch	20191203	2	0	0.363895408871123	0.694963877998361	0.305036122001639	68
AK	1D.5Epoch	20191203	2	0	0.360190159593327	0.697543668838014	0.302456331161986	70
AK	1D.5Epoch	20191203	2	0	0.35840992263612	0.698786567855674	0.301213432144326	72
AK	1D.5Epoch	20191203	2	0	0.35727821368181	0.699577838531269	0.300422161468731	74
AK	1D.5Epoch	20191203	2	0	0.355467023475085	0.70084605520538	0.29915394479462	76
AK	1D.5Epoch	20191203	2	0	0.354208643893019	0.701728540705837	0.298271459294163	78
AK	1D.5Epoch	20191203	2	0	0.354784397856674	0.701324634003715	0.298675365996285	80
AK	1D.5Epoch	20191203	2	0	0.353085391950119	0.702517201502038	0.297482798497962	82
AK	1D.5Epoch	20191203	2	0	0.352564723303536	0.70288307542382	0.29711692457618	84
AK	1D.5Epoch	20191203	2	0	0.351379755526915	0.703716462890059	0.296283537109941	86
AK	1D.5Epoch	20191203	2	0	0.349360453520539	0.705138914651994	0.294861085348006	88
AK	1D.5Epoch	20191203	2	0	0.349464031113345	0.705065881842967	0.294934118157033	90
AK	1D.5Epoch	20191203	2	0	0.347589052394886	0.706389105486966	0.293610894513034	92
AK	1D.5Epoch	20191203	2	0	0.346405013394052	0.707225993093637	0.292774006906363	94
AK	1D.5Epoch	20191203	2	0	0.345647407717992	0.707761994533492	0.292238005466508	96
AK	1D.5Epoch	20191203	2	0	0.344225669541324	0.708768962433849	0.291231037566151	98
AK	1D.5Epoch	20191203	2	0	0.343792619145954	0.709075961581511	0.290924038418489	100
AK	1D.5Epoch	20191203	2	0	0.342801819389586	0.709778862030786	0.290221137969214	102
AK	1D.5Epoch	20191203	2	0	0.3419646052518	0.71037334774998	0.28962665225002	104
AK	1D.5Epoch	20191203	2	0	0.339334952216386	0.712243841477039	0.287756158522961	106
AK	1D.5Epoch	20191203	2	0	0.337726116346165	0.713390647181266	0.286609352818734	108
AK	1D.5Epoch	20191203	2	0.5	0.331590795188957	0.717780982198128	0.282219017801872	0
AK	1D.5Epoch	20191203	2	0.5	0.328164471673356	0.720244550136738	0.279755449863262	2
AK	1D.5Epoch	20191203	2	0.5	0.332683042679163	0.716997415723962	0.283002584276038	4
AK	1D.5Epoch	20191203	2	0.5	0.332213710810962	0.717334004440306	0.282665995559694	6
AK	1D.5Epoch	20191203	2	0.5	0.339537788772153	0.712099387040182	0.287900612959818	8
AK	1D.5Epoch	20191203	2	0.5	0.337190405554273	0.713772920634661	0.286227079365339	10
AK	1D.5Epoch	20191203	2	0.5	0.334456889831589	0.715726699261368	0.284273300738632	12
AK	1D.5Epoch	20191203	2	0.5	0.346937711080999	0.70684935576879	0.29315064423121	14
AK	1D.5Epoch	20191203	2	0.5	0.347972385427911	0.706118375101929	0.293881624898071	16
AK	1D.5Epoch	20191203	2	0.5	0.350126808431538	0.704598734992918	0.295401265007082	18
AK	1D.5Epoch	20191203	2	0.5	0.346968470168622	0.706827614061898	0.293172385938102	20
AK	1D.5Epoch	20191203	2	0.5	0.346463296966816	0.707184774637199	0.292815225362801	22
AK	1D.5Epoch	20191203	2	0.5	0.346671491465641	0.707037557982847	0.292962442017153	24
AK	1D.5Epoch	20191203	2	0.5	0.348174263070131	0.705975839977047	0.294024160022953	26
AK	1D.5Epoch	20191203	2	0.5	0.352771953337072	0.702737432031891	0.297262567968109	28
AK	1D.5Epoch	20191203	2	0.5	0.359570098314356	0.697976322779568	0.302023677220432	30
AK	1D.5Epoch	20191203	2	0.5	0.361185739156411	0.696849554197468	0.303150445802532	32
AK	1D.5Epoch	20191203	2	0.5	0.3584464923699	0.698761013884172	0.301238986115828	34
AK	1D.5Epoch	20191203	2	0.5	0.357864444054387	0.699167844941429	0.300832155058571	36
AK	1D.5Epoch	20191203	2	0.5	0.356534373899158	0.700098405944004	0.299901594055996	38
AK	1D.5Epoch	20191203	2	0.5	0.35469917542929	0.701384405138294	0.298615594861706	40
AK	1D.5Epoch	20191203	2	0.5	0.353399383459331	0.702296651692887	0.297703348307113	42
AK	1D.5Epoch	20191203	2	0.5	0.351068463867001	0.70393555805538	0.29606444194462	44
AK	1D.5Epoch	20191203	2	0.5	0.349216028454145	0.705240761741019	0.294759238258981	46
AK	1D.5Epoch	20191203	2	0.5	0.351286143314066	0.703782342428885	0.296217657571115	48
AK	1D.5Epoch	20191203	2	0.5	0.351045712074384	0.703951574033408	0.296048425966592	50
AK	1D.5Epoch	20191203	2	0.5	0.351755953069031	0.703451776276722	0.296548223723278	52
AK	1D.5Epoch	20191203	2	0.5	0.343657136272619	0.709172035738252	0.290827964261748	54
AK	1D.5Epoch	20191203	2	0.5	0.348043089286614	0.706068451573022	0.293931548426978	56
AK	1D.5Epoch	20191203	2	0.5	0.347095859511797	0.706737577491377	0.293262422508623	58
AK	1D.5Epoch	20191203	2	0.5	0.344563612246666	0.708529479601239	0.291470520398761	60
AK	1D.5Epoch	20191203	2	0.5	0.343992164572363	0.708934482832588	0.291065517167412	62
AK	1D.5Epoch	20191203	2	0.5	0.342520378396534	0.70997865101165	0.29002134898835	64
AK	1D.5Epoch	20191203	2	0.5	0.34180291238991	0.710488219336296	0.289511780663704	66
AK	1D.5Epoch	20191203	2	0.5	0.341246250605971	0.710883831076692	0.289116168923308	68
AK	1D.5Epoch	20191203	2	0.5	0.339848483054316	0.711878176198549	0.288121823801451	70
AK	1D.5Epoch	20191203	2	0.5	0.338474875165063	0.712856689570551	0.287143310429449	72
AK	1D.5Epoch	20191203	2	0.5	0.339045125632928	0.712450298593137	0.287549701406863	74
AK	1D.5Epoch	20191203	2	0.5	0.340285243177576	0.71156732408741	0.28843267591259	76
AK	1D.5Epoch	20191203	2	0.5	0.341286756217939	0.710855036875244	0.289144963124756	78
AK	1D.5Epoch	20191203	2	0.5	0.339390367326532	0.712204373499683	0.287795626500317	80
AK	1D.5Epoch	20191203	2	0.5	0.340352334475825	0.711519585713279	0.288480414286721	82
AK	1D.5Epoch	20191203	2	0.5	0.342657753951213	0.709881123999723	0.290118876000277	84
AK	1D.5Epoch	20191203	2	0.5	0.3424346947339	0.710039487189156	0.289960512810844	86
AK	1D.5Epoch	20191203	2	0.5	0.342536416618084	0.70996726430806	0.29003273569194	88
AK	1D.5Epoch	20191203	2	0.5	0.342798901959055	0.70978093276433	0.29021906723567	90
AK	1D.5Epoch	20191203	2	0.5	0.346876315011183	0.706892754873439	0.293107245126561	92
AK	1D.5Epoch	20191203	2	0.5	0.344234930470595	0.708762398605012	0.291237601394988	94
AK	1D.5Epoch	20191203	2	0.5	0.344274892752072	0.708734075408472	0.291265924591528	96
AK	1D.5Epoch	20191203	2	0.5	0.340746358451069	0.711239285163847	0.288760714836153	98
AK	1D.5Epoch	20191203	2	0.5	0.342045752369547	0.710315705339076	0.289684294660924	100
AK	1D.5Epoch	20191203	2	0.5	0.342887913374054	0.70971775697089	0.29028224302911	102
AK	1D.5Epoch	20191203	2	0.5	0.342221349878737	0.710190986620948	0.289809013379052	104
AK	1D.5Epoch	20191203	2	0.5	0.34430525312832	0.708712558301918	0.291287441698082	106
AK	1D.5Epoch	20191203	2	0.5	0.344203611116121	0.708784596933428	0.291215403066572	108
AK	1D.5Epoch	20191203	3	0	0.245915763370157	0.781988094192768	0.218011905807232	0
AK	1D.5Epoch	20191203	3	0	0.251263629866431	0.77781728865924	0.22218271134076	2
AK	1D.5Epoch	20191203	3	0	0.2601928743105	0.770902884101425	0.229097115898575	4
AK	1D.5Epoch	20191203	3	0	0.269204591664505	0.763986934299173	0.236013065700827	6
AK	1D.5Epoch	20191203	3	0	0.279254038642097	0.756347737255166	0.243652262744834	8
AK	1D.5Epoch	20191203	3	0	0.285765211139585	0.751439024748957	0.248560975251043	10
AK	1D.5Epoch	20191203	3	0	0.294764065306508	0.744707269021666	0.255292730978334	12
AK	1D.5Epoch	20191203	3	0	0.30184506402433	0.739452623828387	0.260547376171613	14
AK	1D.5Epoch	20191203	3	0	0.312885093471734	0.731333942785348	0.268666057214652	16
AK	1D.5Epoch	20191203	3	0	0.316285029162818	0.728851676575072	0.271148323424928	18
AK	1D.5Epoch	20191203	3	0	0.323178132693802	0.723844902440613	0.276155097559387	20
AK	1D.5Epoch	20191203	3	0	0.331228264493598	0.718041247010861	0.281958752989139	22
AK	1D.5Epoch	20191203	3	0	0.338472285312396	0.71285853576674	0.28714146423326	24
AK	1D.5Epoch	20191203	3	0	0.345067835165151	0.708172312852599	0.291827687147401	26
AK	1D.5Epoch	20191203	3	0	0.351293730697962	0.703777002582332	0.296222997417668	28
AK	1D.5Epoch	20191203	3	0	0.359641582400631	0.697926430363171	0.302073569636829	30
AK	1D.5Epoch	20191203	3	0	0.368035769009298	0.692092425785573	0.307907574214427	32
AK	1D.5Epoch	20191203	3	0	0.370625055287152	0.690302718396781	0.309697281603219	34
AK	1D.5Epoch	20191203	3	0	0.374116797283012	0.687896562687275	0.312103437312725	36
AK	1D.5Epoch	20191203	3	0	0.371891168882695	0.689429269799232	0.310570730200768	38
AK	1D.5Epoch	20191203	3	0	0.370524695797943	0.69037200030149	0.30962799969851	40
AK	1D.5Epoch	20191203	3	0	0.367952386123087	0.692150136855584	0.307849863144416	42
AK	1D.5Epoch	20191203	3	0	0.364891727278832	0.694271817507569	0.305728182492431	44
AK	1D.5Epoch	20191203	3	0	0.36351482880447	0.695228417733453	0.304771582266547	46
AK	1D.5Epoch	20191203	3	0	0.362833733996377	0.695702095490629	0.304297904509371	48
AK	1D.5Epoch	20191203	3	0	0.360984600725338	0.696989731520544	0.303010268479456	50
AK	1D.5Epoch	20191203	3	0	0.367287678489094	0.692610367277813	0.307389632722187	52
AK	1D.5Epoch	20191203	3	0	0.378094877586236	0.685165490733993	0.314834509266007	54
AK	1D.5Epoch	20191203	3	0	0.383177892222163	0.681691620861801	0.318308379138199	56
AK	1D.5Epoch	20191203	3	0	0.380517098365461	0.68350787700879	0.31649212299121	58
AK	1D.5Epoch	20191203	3	0	0.376310183323471	0.686389393475594	0.313610606524406	60
AK	1D.5Epoch	20191203	3	0	0.374991180416001	0.687295340423228	0.312704659576772	62
AK	1D.5Epoch	20191203	3	0	0.373437335425125	0.688364120989821	0.311635879010179	64
AK	1D.5Epoch	20191203	3	0	0.370950844794555	0.69007786164417	0.30992213835583	66
AK	1D.5Epoch	20191203	3	0	0.370071753474318	0.690684769827402	0.309315230172598	68
AK	1D.5Epoch	20191203	3	0	0.369434366397559	0.691125143703204	0.308874856296796	70
AK	1D.5Epoch	20191203	3	0	0.36679079088679	0.692954602298516	0.307045397701484	72
AK	1D.5Epoch	20191203	3	0	0.364985256166383	0.69420688607335	0.30579311392665	74
AK	1D.5Epoch	20191203	3	0	0.363231616151232	0.695425343102808	0.304574656897192	76
AK	1D.5Epoch	20191203	3	0	0.36151972358155	0.696616856160625	0.303383143839375	78
AK	1D.5Epoch	20191203	3	0	0.359351152386993	0.698129158583614	0.301870841416386	80
AK	1D.5Epoch	20191203	3	0	0.358166447573908	0.698956725672507	0.301043274327493	82
AK	1D.5Epoch	20191203	3	0	0.356243304478308	0.700302212841098	0.299697787158902	84
AK	1D.5Epoch	20191203	3	0	0.353805707710663	0.7020113494982	0.2979886505018	86
AK	1D.5Epoch	20191203	3	0	0.350734937975893	0.704170377946744	0.295829622053256	88
AK	1D.5Epoch	20191203	3	0	0.348824052861545	0.705517253091919	0.294482746908081	90
AK	1D.5Epoch	20191203	3	0	0.346569134091609	0.707109932194578	0.292890067805422	92
AK	1D.5Epoch	20191203	3	0	0.345849401192906	0.707619045666659	0.292380954333341	94
AK	1D.5Epoch	20191203	3	0	0.345297272432388	0.708009850370592	0.291990149629408	96
AK	1D.5Epoch	20191203	3	0	0.344635789127893	0.708478341998643	0.291521658001357	98
AK	1D.5Epoch	20191203	3	0	0.343444815985046	0.709322623334655	0.290677376665345	100
AK	1D.5Epoch	20191203	3	0	0.342502172182966	0.709991577152266	0.290008422847734	102
AK	1D.5Epoch	20191203	3	0	0.34136533666492	0.710799179763374	0.289200820236626	104
AK	1D.5Epoch	20191203	3	0	0.341927940528684	0.710399393869569	0.289600606130431	106
AK	1D.5Epoch	20191203	3	0	0.341212176608698	0.7109080541431	0.2890919458569	108
AK	1D.5Epoch	20191203	3	0.5	0.350112143830376	0.704609067728109	0.295390932271891	0
AK	1D.5Epoch	20191203	3	0.5	0.357988145658548	0.699081362106576	0.300918637893424	2
AK	1D.5Epoch	20191203	3	0.5	0.365312889893265	0.693979477739392	0.306020522260608	4
AK	1D.5Epoch	20191203	3	0.5	0.372201351937109	0.689215453685305	0.310784546314695	6
AK	1D.5Epoch	20191203	3	0.5	0.362583223894	0.695876397725118	0.304123602274882	8
AK	1D.5Epoch	20191203	3	0.5	0.359342914050679	0.698134910030104	0.301865089969896	10
AK	1D.5Epoch	20191203	3	0.5	0.365026813195181	0.694178037497228	0.305821962502772	12
AK	1D.5Epoch	20191203	3	0.5	0.367700992397346	0.692324160930624	0.307675839069376	14
AK	1D.5Epoch	20191203	3	0.5	0.366632388277793	0.693064376809491	0.306935623190509	16
AK	1D.5Epoch	20191203	3	0.5	0.359691003310098	0.697891939056544	0.302108060943456	18
AK	1D.5Epoch	20191203	3	0.5	0.363531162411133	0.695217062238675	0.304782937761325	20
AK	1D.5Epoch	20191203	3	0.5	0.364366399260897	0.694636633761078	0.305363366238922	22
AK	1D.5Epoch	20191203	3	0.5	0.367527547287592	0.692444251584969	0.307555748415031	24
AK	1D.5Epoch	20191203	3	0.5	0.358317400797331	0.698851223864853	0.301148776135147	26
AK	1D.5Epoch	20191203	3	0.5	0.356332968840531	0.700239423504846	0.299760576495154	28
AK	1D.5Epoch	20191203	3	0.5	0.360049832471077	0.697641560001938	0.302358439998062	30
AK	1D.5Epoch	20191203	3	0.5	0.358831634082077	0.698491943689286	0.301508056310714	32
AK	1D.5Epoch	20191203	3	0.5	0.357623054436409	0.699336637171949	0.300663362828051	34
AK	1D.5Epoch	20191203	3	0.5	0.357478157396902	0.699437976321988	0.300562023678012	36
AK	1D.5Epoch	20191203	3	0.5	0.358926707032406	0.698425539156106	0.301574460843894	38
AK	1D.5Epoch	20191203	3	0.5	0.356490944314704	0.700128811587098	0.299871188412902	40
